;"Werte";"Post in kg";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"Fracht in kg";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"4. Quartal 2019";"ankommend";100;;56431;;67676;;32240;;478605;;576;;21895;;39989;;23721;;1979;;68808;;68193;;33951;;7812;;296;;2086;;11754;;69112;;22270;;30455;;11618;;492;;-;;20896;;223;;7676;;15618;;10033;;8836;;-;;-;;16244;;6691;;363;;2688;;41211;;90678;;37376;;344622;;40183;;40051;;6431;;1692;;16960;;1061;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;1024;;-;;-;;-;;-;;4637;;-;;-;;-;;549656;;-;;-;;143;;-;;262;;23;;14186;;35764;;-;;5957;;-;;-;;76405;;-;;100101;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;120;;-;;-;;-;;-;;120802;;78184;;-;;-;;139925;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;32708;;-;;-;;-;;-;;-;;-;;-;;-;;136001;;-;;-;;4598;;632593;;36736;;169126;;3347549;;-;;48355;;531021;;147225;;6561;;35892;;11921;;2048;;2356;;-;;1929;;18227;;63839;;24531;;125227;;432;;-;;-;;70653;;1188;;13217;;83583;;35260;;8972;;-;;-;;24786;;8964;;5345;;2708;;2866137;;152956;;206299;;1006452;;35034;;46147;;64965;;81372;;145408;;31361;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;2581;;-;;-;;52974;;-;;-;;-;;9651;;-;;-;;67581;;-;;40858;;819922;;-;;-;;1887144;;462;;-;;2966937;;-;;-;;25980;;247502;;1386119;;-;;22794;;-;;-;;1637964;;-;;4057749;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;1564;;-;;22233;;-;;-;;1223228;;2202758;;1136242;;-;;1143519;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;518709;;-;;-;;-;;-;;-;;-;;-;;-;;995065;;-;;-;;
"1. Quartal 2018";"ankommend";692;;23394;;51314;;32360;;673702;;85;;3775;;50279;;2225;;981;;35022;;26726;;6949;;2099;;59;;592;;14595;;45847;;991;;15883;;9217;;-;;2297;;6890;;5084;;10113;;5208;;17037;;6651;;-;;-;;11800;;5122;;77;;628;;13463;;37314;;2676;;57890;;2087;;36944;;1513;;5220;;-;;491;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;884;;-;;-;;-;;-;;2256;;267;;-;;-;;329601;;-;;107309;;316;;-;;-;;-;;6468;;-;;-;;2895;;-;;-;;3298;;-;;6259;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;196;;17200;;-;;-;;4991;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;1735;;-;;-;;-;;-;;-;;-;;-;;-;;61518;;-;;-;;22474;;663856;;49132;;15586;;3762168;;3802;;16926;;581330;;145395;;1844;;23715;;11989;;989;;6578;;20;;3395;;25304;;52655;;95736;;70218;;7828;;-;;43;;53618;;2916;;11814;;66511;;19919;;6998;;-;;-;;15586;;8011;;4318;;10;;1521746;;168126;;112771;;953044;;15646;;66156;;150996;;24059;;14314;;3456;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;10888;;-;;-;;81048;;-;;34925;;1639697;;-;;-;;900465;;-;;580010;;119941;;-;;-;;25491;;274954;;-;;-;;9212;;-;;-;;1525051;;-;;5448983;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;132498;;-;;-;;401357;;2659430;;141061;;1510356;;1873428;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;160774;;-;;-;;57275;;-;;-;;-;;-;;-;;1001616;;-;;-;;
"2. Quartal 2018";"ankommend";802;;18932;;27006;;24479;;483350;;15;;4170;;41884;;2583;;1459;;28721;;35088;;5258;;6303;;22;;1316;;14400;;22766;;902;;12993;;6566;;-;;554;;4895;;3120;;7868;;3120;;9330;;6046;;-;;-;;10197;;671;;196;;6931;;12266;;11405;;9115;;54092;;529;;19561;;-;;4255;;6945;;183;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;1334;;-;;-;;-;;-;;2604;;-;;-;;-;;421114;;-;;147668;;24;;-;;-;;-;;10350;;-;;-;;1801;;-;;-;;8983;;-;;2462;;40;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;380;;1945;;-;;-;;3964;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;1399;;-;;-;;-;;-;;-;;-;;-;;-;;120816;;-;;-;;34673;;647714;;82501;;11993;;3615719;;4;;34052;;568025;;134105;;4499;;23900;;16927;;2905;;3780;;16;;2422;;35076;;65639;;132597;;100068;;3075;;-;;6708;;78494;;3158;;9495;;72375;;14153;;9831;;-;;-;;19471;;8127;;4606;;1336;;2625032;;141431;;16222;;787883;;23981;;72547;;16771;;48420;;6657;;10040;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;242;;-;;-;;-;;-;;-;;-;;10499;;-;;-;;6581;;-;;72625;;1111350;;-;;-;;1470905;;-;;749161;;163651;;-;;-;;20007;;252043;;456714;;-;;22730;;-;;-;;1619638;;-;;5391880;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;15;;-;;9491;;-;;-;;1262621;;2629931;;944400;;1444230;;1629087;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;132974;;-;;-;;7178;;-;;-;;-;;-;;-;;1351213;;-;;-;;
"3. Quartal 2018";"ankommend";-;;22486;;22367;;19893;;363259;;-;;3492;;41279;;3189;;1597;;27667;;37703;;4531;;7243;;6;;2532;;14333;;22733;;738;;13762;;6822;;-;;722;;3161;;1954;;8574;;2539;;8586;;6980;;-;;-;;11785;;679;;157;;8393;;12462;;9303;;5574;;42876;;947;;14519;;-;;5372;;2807;;371;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;267;;-;;-;;-;;-;;2696;;183;;-;;-;;374505;;-;;164089;;69;;-;;-;;220;;9604;;1238;;-;;1773;;-;;-;;14751;;-;;5045;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;891;;22399;;-;;-;;8326;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;1315;;-;;-;;-;;-;;-;;-;;-;;-;;123289;;-;;-;;25226;;632033;;78017;;12170;;3492774;;-;;22697;;536276;;136161;;2849;;72612;;21171;;2576;;4172;;-;;2817;;30845;;67272;;269307;;120110;;3232;;-;;1668;;55910;;2893;;9660;;74504;;33565;;11659;;-;;-;;19712;;11395;;6169;;2149;;2729576;;157580;;13491;;781271;;20049;;76577;;69921;;60740;;12132;;5938;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;12763;;-;;-;;-;;-;;91594;;406914;;-;;-;;1738369;;-;;783307;;1925393;;-;;-;;66863;;207629;;619830;;-;;25859;;-;;-;;1681982;;-;;5320266;;1696;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;334;;-;;-;;-;;-;;1303061;;2763783;;1014799;;277206;;1530637;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;113772;;-;;-;;-;;-;;-;;-;;-;;-;;1317179;;-;;-;;
"4. Quartal 2018";"ankommend";-;;48324;;30537;;29563;;448659;;566;;3231;;59213;;14077;;2817;;43432;;43405;;8286;;3709;;38;;1559;;14141;;28876;;921;;15422;;8094;;-;;2613;;5360;;2510;;7334;;5213;;11264;;6213;;-;;-;;15472;;1228;;288;;3580;;18257;;17154;;9171;;142111;;18753;;20638;;5321;;587;;-;;340;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;85;;-;;-;;-;;-;;-;;-;;246;;-;;-;;-;;-;;4538;;-;;-;;-;;409460;;-;;54356;;56;;-;;-;;632;;7099;;-;;-;;1855;;-;;-;;20106;;-;;10214;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;67;;-;;-;;-;;-;;2802;;25486;;-;;-;;18003;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;1876;;-;;-;;-;;-;;-;;-;;-;;-;;124556;;-;;-;;17253;;759221;;54567;;7536;;3768927;;-;;48348;;530426;;167789;;2278;;72549;;11716;;2669;;6293;;-;;1031;;31312;;62957;;99382;;121487;;1760;;-;;13351;;42768;;2547;;17441;;75565;;27469;;7173;;-;;-;;13174;;7770;;3226;;1939;;2420138;;163250;;12712;;981329;;43933;;83458;;275285;;71917;;19908;;19092;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;2630;;-;;-;;-;;8246;;-;;-;;10672;;-;;48488;;881475;;-;;-;;1727490;;-;;238854;;2406549;;-;;-;;44209;;232113;;252943;;-;;23750;;-;;-;;1322405;;-;;5467187;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;1194;;-;;-;;-;;-;;1390574;;2629916;;1300666;;15195;;2043046;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;299886;;-;;-;;-;;-;;-;;-;;-;;-;;1174218;;-;;-;;
"1. Quartal 2017";"ankommend";231;;12793;;46704;;30931;;449904;;191;;5596;;53260;;2250;;2390;;43247;;21506;;7924;;5749;;50;;758;;41693;;76121;;846;;9448;;3649;;-;;18105;;3878;;5891;;15154;;2763;;18057;;5765;;-;;-;;13613;;13198;;373;;658;;9865;;29501;;3171;;39361;;2090;;35430;;-;;140;;-;;36;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;377;;-;;-;;-;;-;;8731;;-;;-;;-;;184874;;-;;81470;;-;;-;;1;;128;;4984;;-;;-;;5587;;-;;-;;21;;-;;17720;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;226;;1848;;-;;-;;4290;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;1635;;-;;-;;-;;-;;-;;-;;-;;-;;123122;;-;;-;;32760;;629190;;63110;;14162;;3609579;;-;;73887;;727237;;180493;;5037;;29476;;12683;;177;;4079;;-;;2272;;40405;;39003;;10057;;107120;;946;;-;;9243;;16364;;8003;;47885;;113380;;16828;;6780;;-;;-;;18615;;7300;;2382;;-;;2100803;;173882;;15328;;512384;;12008;;86204;;225949;;2045;;6051;;5849;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;955;;-;;-;;-;;-;;-;;-;;59762;;-;;-;;448;;-;;33308;;743071;;-;;-;;1244888;;-;;664329;;148989;;-;;-;;22486;;276867;;-;;-;;11621;;-;;-;;764465;;-;;5098263;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;59012;;-;;-;;383387;;1845592;;741209;;2422757;;1799105;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;200748;;-;;-;;30;;-;;-;;-;;-;;-;;932817;;-;;-;;
"2. Quartal 2017";"ankommend";32;;15020;;46551;;22314;;389947;;308;;4589;;49579;;4533;;1631;;39056;;43525;;4663;;3372;;34;;2450;;28275;;51991;;817;;21663;;11842;;-;;18122;;10692;;10059;;9274;;16892;;15216;;7656;;-;;-;;12624;;10339;;885;;8309;;8429;;42089;;4919;;31174;;3431;;31454;;68;;299;;-;;226;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;767;;-;;-;;-;;-;;5722;;-;;-;;-;;277972;;-;;130445;;715;;-;;21;;1183;;4290;;-;;-;;5908;;-;;-;;5352;;-;;9333;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;205;;6503;;-;;-;;2038;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;3735;;-;;-;;-;;-;;-;;-;;-;;-;;77425;;-;;-;;26019;;625570;;86585;;11789;;3527953;;-;;81134;;600859;;241649;;2491;;32311;;18139;;1188;;3946;;339;;1585;;47658;;57994;;13892;;116821;;3338;;-;;10284;;39436;;4395;;29597;;93606;;32141;;11064;;-;;-;;35839;;8221;;2438;;693;;1218164;;169936;;21479;;511983;;29089;;82400;;202782;;2616;;8660;;8302;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;10712;;-;;-;;-;;-;;52115;;1033903;;-;;-;;1717352;;-;;793356;;122840;;-;;-;;21735;;240590;;-;;-;;21537;;-;;-;;912419;;-;;5758179;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;16101;;-;;-;;334402;;2136609;;751682;;2261368;;1625745;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;167814;;-;;-;;-;;-;;-;;-;;-;;-;;1214144;;-;;-;;
"3. Quartal 2017";"ankommend";-;;16536;;43891;;24749;;451096;;302;;4609;;46416;;1741;;1508;;31239;;32642;;4545;;1005;;6;;1463;;19268;;42296;;731;;12254;;9606;;-;;14883;;16286;;4181;;6068;;2922;;15373;;6995;;-;;-;;12119;;10395;;281;;6638;;6198;;52230;;2721;;31942;;2195;;33033;;-;;680;;-;;322;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;329;;-;;-;;-;;-;;7611;;73;;-;;-;;484350;;-;;107154;;3260;;-;;-;;2183;;3615;;-;;-;;5379;;-;;-;;5116;;-;;1773;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;215;;2109;;-;;-;;540;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;1407;;-;;-;;-;;-;;-;;-;;-;;-;;101303;;-;;-;;29130;;567732;;96273;;20896;;3592051;;9;;81480;;599742;;245249;;2818;;25701;;23291;;1075;;2911;;787;;2903;;43063;;74800;;13182;;103901;;2938;;-;;6810;;89376;;4954;;28415;;78577;;35192;;13953;;-;;-;;58831;;11909;;4393;;396;;1145576;;145648;;14130;;495220;;28308;;86876;;196953;;15940;;22689;;1965;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;17535;;-;;-;;-;;-;;60500;;672742;;-;;-;;1886718;;-;;834730;;144967;;-;;-;;18642;;116339;;-;;-;;12389;;-;;-;;1274037;;-;;5329080;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;366008;;2328822;;985819;;2576580;;2017138;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;133426;;-;;-;;-;;-;;-;;-;;-;;-;;1353039;;-;;-;;
"4. Quartal 2017";"ankommend";-;;25690;;56405;;30914;;445562;;1415;;4813;;57144;;2236;;2624;;31834;;28970;;9382;;1536;;82;;1980;;17477;;54074;;1000;;13777;;9494;;-;;7008;;10878;;5066;;10841;;4551;;20304;;6925;;-;;-;;14170;;12833;;224;;1694;;6301;;52402;;3133;;49379;;6174;;45438;;799;;4192;;-;;111;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;494;;-;;-;;-;;-;;5441;;114;;-;;-;;373223;;-;;92383;;2270;;-;;-;;184;;7123;;-;;-;;2481;;-;;-;;5766;;-;;9657;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;117;;2875;;-;;-;;3526;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;2075;;-;;-;;-;;-;;-;;-;;-;;-;;95417;;-;;-;;23204;;655713;;47762;;28974;;3576209;;3;;70589;;583631;;186307;;15412;;34751;;10650;;2477;;7040;;34258;;3852;;34002;;63771;;17522;;91770;;4162;;-;;68;;39019;;4539;;14711;;90884;;28868;;9151;;-;;-;;48862;;9872;;2153;;167;;1583367;;174726;;213490;;832152;;24887;;73771;;254543;;33450;;12367;;6835;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;39;;-;;-;;-;;-;;-;;-;;9844;;-;;-;;21600;;-;;45860;;1037249;;-;;-;;1305979;;-;;701996;;168910;;-;;-;;28194;;267969;;-;;-;;16986;;-;;-;;1493689;;-;;6609719;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;77393;;-;;-;;423818;;2632276;;753092;;2011273;;2082699;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;215941;;-;;-;;14281;;-;;-;;-;;-;;-;;1050687;;-;;-;;
"1. Quartal 2015";"ankommend";3171;;13355;;22304;;23260;;315397;;-;;5458;;48910;;2850;;5629;;33172;;39258;;15506;;3819;;346;;358;;30385;;64419;;600;;27628;;10460;;-;;22734;;5172;;19773;;30315;;3014;;11338;;5653;;-;;-;;13488;;23548;;315;;259;;7818;;39985;;5659;;32073;;2256;;10574;;2311;;147;;46;;27;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;1057;;-;;-;;-;;-;;8575;;962;;-;;-;;131077;;-;;-;;17481;;-;;91;;-;;5330;;10307;;-;;9459;;-;;43;;7;;-;;5382;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;232;;23515;;-;;685;;196;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;403;;-;;-;;-;;-;;-;;-;;-;;-;;74194;;-;;-;;52829;;621416;;56096;;4774;;3037338;;-;;68831;;603638;;129501;;7643;;99126;;10064;;3100;;1214;;-;;3776;;1014037;;29692;;10016;;69306;;1267;;-;;4319;;63906;;5059;;22955;;99151;;10584;;7280;;-;;-;;6772;;5593;;2357;;132;;3605945;;126731;;19249;;157534;;28816;;88890;;227677;;28861;;535;;2530;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;6435;;-;;-;;-;;-;;32006;;201782;;-;;-;;937109;;-;;-;;716494;;-;;-;;32454;;58436;;753152;;-;;11152;;-;;626;;748730;;-;;6035757;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;3712;;-;;-;;179075;;1551347;;-;;1442563;;1916458;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;260703;;-;;-;;53346;;-;;-;;-;;-;;-;;1246464;;-;;-;;
"2. Quartal 2015";"ankommend";1048;;8731;;26436;;21455;;192652;;267;;4112;;26361;;1398;;1926;;25796;;32444;;5068;;4222;;1665;;1159;;31717;;46886;;728;;20457;;12366;;-;;23263;;9220;;11474;;14709;;2252;;12452;;5442;;-;;-;;12857;;16400;;229;;8914;;9977;;28260;;3615;;24426;;1917;;11731;;-;;165;;3;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;814;;-;;-;;-;;-;;2887;;1670;;-;;-;;146530;;-;;-;;13366;;-;;-;;-;;7617;;10907;;-;;10211;;-;;57;;-;;-;;2960;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;359;;4535;;-;;-;;507;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;185;;-;;-;;-;;-;;-;;-;;-;;-;;173041;;-;;-;;52881;;661463;;70594;;7456;;2994391;;-;;69717;;678261;;181491;;14165;;62795;;17495;;1760;;920;;8;;3192;;1469993;;43666;;11946;;81371;;8025;;-;;144;;36072;;5656;;32004;;114948;;13667;;13401;;-;;-;;19067;;6989;;2970;;458;;2802325;;123524;;28739;;343386;;23017;;84511;;188023;;48000;;683;;586;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;5819;;-;;-;;-;;-;;37501;;23385;;-;;-;;1131735;;-;;-;;659681;;-;;-;;19568;;70925;;937967;;-;;9799;;-;;3386;;666858;;-;;5801230;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;261171;;1619350;;-;;1594794;;2030763;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;210801;;-;;-;;-;;-;;-;;-;;-;;-;;1584643;;-;;-;;
"3. Quartal 2015";"ankommend";-;;8932;;20855;;23626;;196135;;465;;3510;;32912;;1730;;1571;;39728;;34774;;4027;;7644;;1453;;1384;;37040;;39935;;662;;16763;;10707;;-;;20646;;13439;;10449;;20051;;4063;;11823;;4468;;-;;-;;14948;;13434;;241;;5868;;7708;;25823;;3503;;54250;;2020;;16320;;-;;97;;6;;24;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;855;;-;;-;;-;;-;;4015;;3661;;-;;-;;161048;;-;;-;;16671;;-;;-;;-;;8243;;11269;;-;;6717;;-;;129;;-;;-;;2029;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;419;;4217;;-;;-;;497;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;1758;;-;;-;;-;;-;;-;;-;;-;;-;;160926;;-;;-;;59661;;639292;;82244;;7608;;3029259;;15;;58111;;1386320;;137728;;11354;;13156;;20189;;4012;;2203;;229;;4496;;1508951;;57179;;8193;;77536;;3305;;-;;40;;36385;;5014;;27897;;92991;;23932;;14586;;-;;-;;28388;;7380;;7319;;235;;1763913;;138133;;27004;;525407;;32424;;79088;;245944;;19295;;927;;6062;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;15380;;-;;-;;-;;-;;70865;;459787;;-;;-;;586414;;-;;-;;726418;;-;;-;;24689;;227313;;929945;;-;;6915;;-;;2713;;795655;;-;;5595223;;282;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;225046;;1414307;;253744;;1948633;;2248891;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;141555;;-;;-;;-;;-;;-;;-;;-;;-;;1204242;;-;;-;;
"4. Quartal 2015";"ankommend";-;;13172;;47399;;35553;;323995;;344;;5955;;37752;;1495;;2460;;51678;;30058;;11340;;4033;;1295;;666;;45779;;66962;;853;;39420;;12336;;-;;33701;;11136;;15728;;36444;;3090;;18619;;4993;;-;;-;;20035;;19188;;367;;2198;;6899;;32262;;6573;;45735;;2050;;22675;;629;;137;;21;;22;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;1091;;-;;-;;-;;-;;9457;;4533;;-;;-;;124706;;-;;-;;27274;;-;;-;;-;;20633;;14000;;-;;9711;;-;;479;;106;;-;;3223;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;217;;4320;;-;;1112;;7294;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;3614;;-;;-;;-;;-;;-;;-;;-;;-;;212420;;-;;-;;58215;;656614;;77521;;7945;;3386468;;21;;72313;;1421760;;186221;;9112;;36785;;14183;;3593;;3950;;-;;5291;;1153358;;65768;;7166;;95609;;19807;;-;;6139;;23634;;7664;;27391;;135770;;21280;;8533;;-;;-;;30611;;6496;;3561;;796;;2193010;;179386;;31446;;296168;;47094;;90552;;357505;;17967;;2241;;4381;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;1257;;-;;-;;-;;-;;-;;-;;4963;;-;;-;;214;;-;;77347;;1694045;;-;;-;;555183;;-;;-;;614878;;-;;-;;24333;;354189;;800055;;-;;10975;;-;;4361;;861082;;-;;5990903;;97;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;46553;;-;;-;;275996;;1357270;;374304;;1881374;;2150837;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;202121;;-;;-;;10245;;-;;-;;-;;-;;-;;1142391;;-;;-;;
"1. Quartal 2016";"ankommend";-;;10657;;43865;;27801;;245990;;192;;5562;;39244;;870;;2104;;36948;;25031;;7513;;2467;;778;;885;;36104;;44507;;737;;28386;;10396;;-;;30083;;6768;;13333;;20189;;613;;14618;;5225;;-;;-;;15074;;15798;;380;;233;;5319;;30950;;5849;;29542;;1461;;30140;;1891;;35;;10;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;2412;;-;;-;;-;;-;;4733;;767;;-;;-;;120494;;-;;-;;7601;;-;;-;;-;;14174;;12930;;-;;9278;;-;;22;;56;;-;;6610;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;207;;5656;;-;;-;;10600;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;2505;;-;;-;;-;;-;;-;;-;;-;;-;;182802;;-;;-;;36150;;603362;;65542;;6759;;3278829;;-;;65415;;808010;;125876;;43595;;18868;;11047;;781;;1429;;-;;2311;;995364;;46923;;3464;;81122;;56085;;-;;9561;;8638;;7135;;63133;;147021;;15903;;9038;;-;;-;;29376;;6535;;3164;;-;;2044677;;136237;;20505;;276468;;25090;;78845;;196810;;7001;;818;;2565;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;4673;;-;;-;;136;;-;;39553;;1062415;;-;;-;;450082;;520;;-;;587174;;-;;-;;34205;;329723;;624936;;-;;12279;;-;;-;;679302;;-;;5263172;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;52748;;-;;-;;263588;;1431892;;278260;;1796901;;1766009;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;-;;248858;;-;;-;;143;;-;;-;;-;;-;;-;;991031;;-;;-;;
