STATcube

"Transport volume and transport performance of road freight transport from 2006 (Q S)"
"Time by Values, Mode of traffic and Kind of goods (NST/R Chapter)"
"Counting: Number of transport units, Tonnes"

"Values","Number of transport units",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tonnes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mode of traffic","National transport",,,,,,,,,,,,,,,,,,,,"Receipt",,,,,,,,,,,,,,,,,,,,"Dispatch",,,,,,,,,,,,,,,,,,,,"Transit",,,,,,,,,,,,,,,,,,,,"Other transportation abroad",,,,,,,,,,,,,,,,,,,,"National transport",,,,,,,,,,,,,,,,,,,,"Receipt",,,,,,,,,,,,,,,,,,,,"Dispatch",,,,,,,,,,,,,,,,,,,,"Transit",,,,,,,,,,,,,,,,,,,,"Other transportation abroad",,,,,,,,,,,,,,,,,,,,
"Kind of goods (NST/R Chapter)","Agricultural products and live animals","Agricultural products and live animals - Annotations","Foodstuffs and animal fodder","Foodstuffs and animal fodder - Annotations","Solid mineral fuels","Solid mineral fuels - Annotations","Petroleum products","Petroleum products - Annotations","Ores and metal waste","Ores and metal waste - Annotations","Metal products","Metal products - Annotations","Minerals and building materials","Minerals and building materials - Annotations","Fertilizers","Fertilizers - Annotations","Chemicals","Chemicals - Annotations","Machinery and other manufact. articles","Machinery and other manufact. articles - Annotations","Agricultural products and live animals","Agricultural products and live animals - Annotations","Foodstuffs and animal fodder","Foodstuffs and animal fodder - Annotations","Solid mineral fuels","Solid mineral fuels - Annotations","Petroleum products","Petroleum products - Annotations","Ores and metal waste","Ores and metal waste - Annotations","Metal products","Metal products - Annotations","Minerals and building materials","Minerals and building materials - Annotations","Fertilizers","Fertilizers - Annotations","Chemicals","Chemicals - Annotations","Machinery and other manufact. articles","Machinery and other manufact. articles - Annotations","Agricultural products and live animals","Agricultural products and live animals - Annotations","Foodstuffs and animal fodder","Foodstuffs and animal fodder - Annotations","Solid mineral fuels","Solid mineral fuels - Annotations","Petroleum products","Petroleum products - Annotations","Ores and metal waste","Ores and metal waste - Annotations","Metal products","Metal products - Annotations","Minerals and building materials","Minerals and building materials - Annotations","Fertilizers","Fertilizers - Annotations","Chemicals","Chemicals - Annotations","Machinery and other manufact. articles","Machinery and other manufact. articles - Annotations","Agricultural products and live animals","Agricultural products and live animals - Annotations","Foodstuffs and animal fodder","Foodstuffs and animal fodder - Annotations","Solid mineral fuels","Solid mineral fuels - Annotations","Petroleum products","Petroleum products - Annotations","Ores and metal waste","Ores and metal waste - Annotations","Metal products","Metal products - Annotations","Minerals and building materials","Minerals and building materials - Annotations","Fertilizers","Fertilizers - Annotations","Chemicals","Chemicals - Annotations","Machinery and other manufact. articles","Machinery and other manufact. articles - Annotations","Agricultural products and live animals","Agricultural products and live animals - Annotations","Foodstuffs and animal fodder","Foodstuffs and animal fodder - Annotations","Solid mineral fuels","Solid mineral fuels - Annotations","Petroleum products","Petroleum products - Annotations","Ores and metal waste","Ores and metal waste - Annotations","Metal products","Metal products - Annotations","Minerals and building materials","Minerals and building materials - Annotations","Fertilizers","Fertilizers - Annotations","Chemicals","Chemicals - Annotations","Machinery and other manufact. articles","Machinery and other manufact. articles - Annotations","Agricultural products and live animals","Agricultural products and live animals - Annotations","Foodstuffs and animal fodder","Foodstuffs and animal fodder - Annotations","Solid mineral fuels","Solid mineral fuels - Annotations","Petroleum products","Petroleum products - Annotations","Ores and metal waste","Ores and metal waste - Annotations","Metal products","Metal products - Annotations","Minerals and building materials","Minerals and building materials - Annotations","Fertilizers","Fertilizers - Annotations","Chemicals","Chemicals - Annotations","Machinery and other manufact. articles","Machinery and other manufact. articles - Annotations","Agricultural products and live animals","Agricultural products and live animals - Annotations","Foodstuffs and animal fodder","Foodstuffs and animal fodder - Annotations","Solid mineral fuels","Solid mineral fuels - Annotations","Petroleum products","Petroleum products - Annotations","Ores and metal waste","Ores and metal waste - Annotations","Metal products","Metal products - Annotations","Minerals and building materials","Minerals and building materials - Annotations","Fertilizers","Fertilizers - Annotations","Chemicals","Chemicals - Annotations","Machinery and other manufact. articles","Machinery and other manufact. articles - Annotations","Agricultural products and live animals","Agricultural products and live animals - Annotations","Foodstuffs and animal fodder","Foodstuffs and animal fodder - Annotations","Solid mineral fuels","Solid mineral fuels - Annotations","Petroleum products","Petroleum products - Annotations","Ores and metal waste","Ores and metal waste - Annotations","Metal products","Metal products - Annotations","Minerals and building materials","Minerals and building materials - Annotations","Fertilizers","Fertilizers - Annotations","Chemicals","Chemicals - Annotations","Machinery and other manufact. articles","Machinery and other manufact. articles - Annotations","Agricultural products and live animals","Agricultural products and live animals - Annotations","Foodstuffs and animal fodder","Foodstuffs and animal fodder - Annotations","Solid mineral fuels","Solid mineral fuels - Annotations","Petroleum products","Petroleum products - Annotations","Ores and metal waste","Ores and metal waste - Annotations","Metal products","Metal products - Annotations","Minerals and building materials","Minerals and building materials - Annotations","Fertilizers","Fertilizers - Annotations","Chemicals","Chemicals - Annotations","Machinery and other manufact. articles","Machinery and other manufact. articles - Annotations","Agricultural products and live animals","Agricultural products and live animals - Annotations","Foodstuffs and animal fodder","Foodstuffs and animal fodder - Annotations","Solid mineral fuels","Solid mineral fuels - Annotations","Petroleum products","Petroleum products - Annotations","Ores and metal waste","Ores and metal waste - Annotations","Metal products","Metal products - Annotations","Minerals and building materials","Minerals and building materials - Annotations","Fertilizers","Fertilizers - Annotations","Chemicals","Chemicals - Annotations","Machinery and other manufact. articles","Machinery and other manufact. articles - Annotations",
"4. quarter 2018",818953.8352206,,747189.8305318,,4113.1308803,"S",143087.268111,,73594.6028614,,160840.5974159,,3136832.7215573,,8144.4960541,"S",124452.4246115,,2444999.0595264,,23130.5210753,"S",6591.061301,"S",98.1284404,"S",19376.8203043,"S",823.0217975,"S",12476.8882066,"S",21682.4545004,"S",265.9682637,"S",5684.286283,"S",67030.5683359,,40681.2414512,"S",17375.0572003,"S",-,,3172.7322844,"S",2200.0351408,"S",11213.1210653,"S",21305.1820799,"S",199.995107,"S",5305.5218708,"S",81795.3109275,,770.6277343,"S",1131.406607,"S",-,,-,,108.4719101,"S",817.6878307,"S",1761.8282855,"S",-,,366.1912601,"S",10768.5313598,"S",13732.2026259,"S",3407.0099651,"S",-,,3181.6421918,"S",-,,4465.2261138,"S",7743.4579316,"S",-,,1953.4514382,"S",30972.3977818,"S",10965496.3386315,,6361148.5634247,,53069.1769021,"S",1861177.5388913,,660756.332496,"S",1451936.1057505,,50227949.7057662,,108103.9735232,"S",1604966.864517,,19300874.5739097,,415032.9790613,"S",103612.9079696,"S",2451.2484404,"S",392497.6205568,"S",14257.4699144,"S",220967.0126139,"S",528059.6267937,"S",7062.4497817,"S",101722.4874886,"S",703092.2407235,"S",690850.1712659,"S",259440.7840042,"S",-,,68157.8576401,"S",42062.9185448,"S",180165.1325166,"S",412189.6234865,"S",4981.7855951,"S",92538.0228239,"S",863656.4405145,"S",15128.9051707,"S",27782.8905238,"S",-,,-,,2583.8008989,"S",15626.3518158,"S",44721.5895505,"S",-,,5406.3985906,"S",144694.3693099,"S",330188.3212827,"S",58819.1588603,"S",-,,68496.3664819,"S",-,,56807.5501427,"S",199829.0733293,"S",-,,29818.8137345,"S",385332.1659325,"S",
"1. quarter 2017",767569.9623277,,758597.1358626,,1393.0422367,"S",155108.4596643,,64962.8879069,,161980.2555124,,1988745.648613,,21051.2947484,"S",112817.0851477,,2278825.1551738,,25512.174168,"S",9101.5670775,"S",209.5253985,"S",24749.0545396,"S",1110.1727166,"S",10715.231721,"S",26156.6648831,"S",106.4233577,"S",4302.3761855,"S",70865.7767371,,31439.7949998,"S",19115.4932503,"S",-,,2605.4921347,"S",1503.5219422,"S",18946.8372356,"S",22137.4617665,"S",846.0690075,"S",7757.5863487,"S",75822.4648575,,2230.4184377,"S",2151.2670741,"S",-,,-,,-,,1308.633884,"S",3317.0731382,"S",663.2231405,"S",577.1196109,"S",7848.8806271,"S",10522.0594884,"S",4401.3362897,"S",103.1020408,"S",2394.4922565,"S",265.2892562,"S",9787.6708412,"S",3214.3475146,"S",-,,652.3147449,"S",35058.5858903,"S",10975158.0700292,,6832825.9325663,,10760.0977938,"S",1978211.820672,,550400.1534588,"S",1482248.9224126,,31452346.683752,,466860.4438553,"S",1389836.0796673,,16371105.2085596,,492162.3773577,"S",155338.8997627,"S",4131.7913779,"S",591935.0896467,"S",20925.1083516,"S",188071.1807421,"S",703629.532613,"S",2792.5489051,"S",73682.9183179,"S",692114.9576584,"S",550378.6699619,"S",229971.421364,"S",-,,52671.6655963,"S",33714.8437877,"S",291995.1764823,"S",525695.0939894,"S",17990.7289079,"S",119658.4599662,"S",795298.6199224,"S",43309.374297,"S",39850.3926891,"S",-,,-,,-,,27690.9136735,"S",82452.6820446,"S",16091.1198347,"S",9974.6846882,"S",101157.4028221,"S",162476.5343239,"S",56002.7618957,"S",2395.0604082,"S",46869.9449557,"S",1777.4380165,"S",133555.8405024,"S",73146.3945507,"S",-,,10367.7817735,"S",386692.0424744,"S",
"2. quarter 2017",776422.0449046,,692797.6407576,,2471.8021101,"S",189883.778332,,74672.6687638,,179161.3438095,,3491279.4013391,,12376.3825384,"S",118422.3637133,,2458588.5165719,,28913.4933376,"S",7971.0944448,"S",-,,19291.7060776,"S",2179.8210039,"S",10592.3116664,"S",19091.3585901,"S",-,,4909.6361041,"S",70594.0532667,,30235.8860486,"S",19769.9153525,"S",-,,3577.2081088,"S",3055.5476154,"S",14478.8548868,"S",24567.5165491,"S",990.7781218,"S",6428.0108425,"S",91825.927676,,2745.6838557,"S",895.2079796,"S",-,,-,,-,,891.7753426,"S",3353.2447405,"S",-,,216.1865385,"S",8819.1927998,"S",6466.8902319,"S",3410.276433,"S",-,,3429.6839213,"S",213.45,"S",5514.8311874,"S",15950.4144417,"S",102.7822581,"S",2817.7856628,"S",31686.3680352,"S",10035045.5885001,,6492164.9126138,,12497.8307895,"S",2308699.0383752,,563829.2255477,"S",1610023.9795046,,55209254.6901231,,269382.4676079,"S",1300157.5641158,,17335369.26905,,556843.7866902,"S",123667.990734,"S",-,,480476.5381168,"S",47535.3744688,"S",156299.2352266,"S",434401.6231823,"S",-,,63571.2780176,"S",754276.3605068,"S",602215.8099426,"S",355448.7720756,"S",-,,72694.192716,"S",56569.4732592,"S",224812.1924921,"S",504044.6815575,"S",25247.4115712,"S",138334.771953,"S",915675.5703717,"S",49606.0841583,"S",20986.9209465,"S",-,,-,,-,,16912.4234433,"S",81027.6242536,"S",-,,5227.6094231,"S",134697.5656351,"S",103929.9728708,"S",71047.3053711,"S",-,,89268.8778294,"S",3990.981375,"S",71442.0004523,"S",297567.0353017,"S",1208.3082258,"S",46264.2065389,"S",443164.4120247,"S",
"3. quarter 2017",707352.0801748,,682191.5939324,,1979.8080228,"S",158097.6554983,,90483.4735104,,192692.8899297,,3825777.3932503,,6065.494324,"S",114605.5701638,,2422047.4978178,,29474.0915678,"S",10620.3822675,"S",104.1507177,"S",22367.1494987,"S",1799.7176154,"S",12406.3738353,"S",16745.8590157,"S",401.9223228,"S",6797.1279325,"S",64274.9543534,,37167.5159531,"S",18536.0355496,"S",103.9641791,"S",2411.1165509,"S",3158.2428638,"S",18049.562953,"S",16306.4217807,"S",335.5567006,"S",5506.5855232,"S",82056.4198848,,1329.0399145,"S",497.3986635,"S",-,,617.60977,"S",104.1507177,"S",825.3961857,"S",2685.2219005,"S",-,,536.0962278,"S",8046.0272127,"S",14205.1675058,"S",4040.5760259,"S",103.9641791,"S",2343.8375653,"S",-,,3903.7179252,"S",11438.5385223,"S",209.7606838,"S",1365.3143815,"S",23616.6577308,"S",8520508.9162662,,6198513.636442,,20760.4048704,"S",1806620.6357175,,743843.7318277,"S",1826335.150063,,61846896.0544999,,104088.7298657,"S",1434838.0646563,,18053466.3613807,,566449.3258719,"S",171716.0499474,"S",2499.6172249,"S",557470.6925422,"S",29917.1521387,"S",219720.1319906,"S",398286.4769157,"S",9298.4298348,"S",108171.8314946,"S",653825.9103111,"S",597256.0841045,"S",306833.2326466,"S",2287.2119403,"S",37519.8699613,"S",63791.0704443,"S",266931.8753403,"S",382252.2358555,"S",9659.939358,"S",98751.7090542,"S",888544.6415349,"S",26834.0543395,"S",9325.1771559,"S",-,,14549.4591215,"S",2541.277512,"S",14125.0283231,"S",70600.6842986,"S",-,,11116.9469062,"S",120790.5662776,"S",221616.8735741,"S",67520.6189875,"S",2287.2119403,"S",56952.1411075,"S",-,,63252.1599024,"S",221616.8521534,"S",5319.1025641,"S",26420.3889034,"S",259799.4920512,"S",
"4. quarter 2017",781006.6037858,,715233.9395723,,3272.7103915,"S",123296.956077,,66174.0680829,,169309.4606915,,3340994.1911575,,14657.3195073,"S",128555.5626483,,2380243.4739648,,25777.9933702,"S",6739.6118222,"S",469.4889283,"S",23307.7670376,"S",1513.0725117,"S",12167.257735,"S",15538.683913,"S",-,,5080.1811165,"S",64446.4178096,,31525.5928968,"S",22163.5124654,"S",-,,4075.9023949,"S",2545.6554455,"S",13932.6710193,"S",23842.3550298,"S",250.0683873,"S",3299.2463538,"S",85735.9836271,,1517.7005246,"S",590.6214184,"S",-,,-,,306.935141,"S",719.4468888,"S",3482.1157731,"S",-,,210.8919755,"S",8621.1513648,"S",8355.1174898,"S",3508.6436466,"S",-,,710.7025057,"S",101.7109827,"S",4420.2828192,"S",17019.0615076,"S",-,,828.8603039,"S",25414.4703049,"S",10270421.6767801,,6126881.7609579,,18592.9296468,"S",1794671.8424708,,595872.1976644,"S",1350534.2910838,,53538049.063075,,356610.114337,"S",1164184.1366329,,17877938.0871208,,519032.7061904,"S",119999.529847,"S",11389.7091003,"S",535324.1625125,"S",31628.2864802,"S",186581.2513918,"S",326608.7290117,"S",-,,108425.1265814,"S",626883.230497,"S",568174.6881277,"S",331700.6583224,"S",-,,71314.2898739,"S",56160.1942085,"S",244296.8591743,"S",560780.1783665,"S",5804.7254631,"S",68720.5649219,"S",813744.3731109,"S",30871.8217247,"S",14182.6124409,"S",-,,-,,7604.4603743,"S",14226.2756229,"S",92853.5124429,"S",-,,4863.2143078,"S",119853.6296016,"S",118153.6238693,"S",64648.378496,"S",-,,18339.7768881,"S",2635.3315607,"S",74322.8841125,"S",299225.3637598,"S",-,,17763.3100171,"S",244844.5085468,"S",
"1. quarter 2016",657043.3737,,718264.4466,,1826.0613,"S",230536.7842,,71063.3027,,121305.3147,,1720569.4072,,13012.7081,"S",87547.6415,,2200280.8766,,32328.542,"S",12517.4519,"S",192.7654,"S",14286.5996,"S",935.9972,"S",12256.7147,"S",18386.1414,"S",1024.1289,"S",3875.0204,"S",76753.4755,,29929.0824,"S",22968.6166,"S",102.8537,"S",2521.3462,"S",2110.9251,"S",15139.2455,"S",12501.7278,"S",551.3131,"S",5261.3768,"S",84630.3565,,2617.4651,"S",2419.0735,"S",-,,280.3671,"S",-,,650.5299,"S",4233.1371,"S",-,,-,,9884.611,"S",8606.1751,"S",6368.0467,"S",-,,1403.0723,"S",283.5937,"S",10772.3512,"S",6380.9352,"S",-,,1382.5732,"S",28525.9765,"S",9020603.3570999,,6421588.9662,,12465.3557,"S",2606151.5768,,557731.2276,"S",1215750.4382,,28938568.7667,,272778.4957,"S",944719.2093,"S",16242691.9521,,668059.2539,"S",186884.2387,"S",4772.3832,"S",339127.3486,"S",17212.9247,"S",211327.4915,"S",412845.1896,"S",24579.1062,"S",64979.2252,"S",728081.4846,"S",554668.8702,"S",344827.3531,"S",2552.8296,"S",55898.3256,"S",41893.1548,"S",233620.2592,"S",270356.2866,"S",13634.7839,"S",100239.8456,"S",903478.0724,"S",47748.4658,"S",43640.1195,"S",-,,6643.4749,"S",-,,13733.6224,"S",107329.3821,"S",-,,-,,146300.8546,"S",159484.0132,"S",103375.4763,"S",-,,32452.6575,"S",811.0781,"S",153170.5092,"S",104994.6826,"S",-,,23697.2261,"S",337383.7407,"S",
"2. quarter 2016",693582.7825,,840662.8473,,3408.8246,"S",135527.9451,,74884.581,,174912.7912,,3488864.5029,,10909.9066,"S",92612.9383,,2494757.5287,,27277.3683,"S",11168.3271,"S",-,,17289.5415,"S",718.5271,"S",11473.3969,"S",24328.9297,"S",367.7732,"S",2939.123,"S",76240.0975,,34957.3036,"S",23724.308,"S",-,,1155.5059,"S",1814.3808,"S",16768.8092,"S",20018.2279,"S",101.1988,"S",4764.6869,"S",91579.3717,,2663.4353,"S",1802.701,"S",-,,397.586,"S",-,,1371.6352,"S",2776.2332,"S",-,,114.3838,"S",11796.54,"S",7927.7396,"S",6411.3954,"S",-,,1447.2481,"S",306.3958,"S",5825.216,"S",4451.5814,"S",99.3965,"S",329.0915,"S",33645.1325,"S",9349698.7679,,6957969.8347,,21340.5514,"S",1728211.6336,,539315.2052,"S",1619559.0533,,54778356.4911,,244174.2884,"S",1051628.8155,"S",18126110.2433,,556259.6366,"S",153027.7073,"S",-,,444146.047,"S",14400.6831,"S",194951.8369,"S",437441.8107,"S",9653.0708,"S",50445.9998,"S",835865.2674,"S",687577.6346,"S",285072.2285,"S",-,,25013.7767,"S",44342.9733,"S",237582.9895,"S",369025.2057,"S",2631.1691,"S",87334.2678,"S",986285.2436,"S",59747.6291,"S",33817.3983,"S",-,,9804.4708,"S",-,,25224.1326,"S",72563.9019,"S",-,,2688.0202,"S",171735.1131,"S",146238.9382,"S",53880.0761,"S",-,,35684.7137,"S",3385.6751,"S",100850.2495,"S",91546.7101,"S",2550.5142,"S",5543.1404,"S",399531.9682,"S",
"3. quarter 2016",769553.9784,,707332.999,,3859.0291,"S",150383.0666,,88020.6907,,188078.1845,,3808733.0565,,13448.4535,"S",137294.4676,,2401056.4045,,31307.4298,"S",9602.4163,"S",211.6499,"S",28548.6375,"S",1053.7591,"S",8912.6244,"S",18023.8527,"S",-,,5044.6582,"S",60579.0156,,26982.7758,"S",33403.3255,"S",-,,2719.0974,"S",1633.3222,"S",16932.9909,"S",21720.0052,"S",1233.2544,"S",5060.4649,"S",87355.636,,4313.3465,"S",3450.3811,"S",-,,639.2882,"S",117.2465,"S",2007.4766,"S",3786.2511,"S",-,,512.3341,"S",10264.8774,"S",5907.5912,"S",11477.8569,"S",-,,1080.8274,"S",234.493,"S",5217.375,"S",2928.0731,"S",-,,1099.7631,"S",33558.2418,"S",11102813.3032,,6111970.418,,20194.9667,"S",2156716.1835,,791599.3169,"S",1445612.762,,60550428.8251001,,216091.7531,"S",1682443.0559,,17956618.1624,,599104.0098,"S",147708.1402,"S",5331.2168,"S",657172.375,"S",20908.0898,"S",151344.1515,"S",402771.5917,"S",-,,82935.9929,"S",615340.8992,"S",502352.1621,"S",377511.1533,"S",-,,63636.9559,"S",36574.0694,"S",260583.4497,"S",460742.1366,"S",28908.7324,"S",115452.6132,"S",892743.1282,"S",81417.4502,"S",79137.7972,"S",-,,13709.0882,"S",2663.8423,"S",40386.8484,"S",94965.7445,"S",-,,12292.9675,"S",172514.3283,"S",105670.2719,"S",134853.8578,"S",-,,26394.9562,"S",5375.7557,"S",77590.3505,"S",51237.9349,"S",-,,24584.0689,"S",368864.3061,"S",
"4. quarter 2016",705049.5846,,771232.0042,,8216.9778,"S",165419.2782,,88541.2234,,143675.3783,,3067300.566,,10517.6081,"S",120368.9011,,2419129.3718001,,24512.431,"S",8923.3165,"S",-,,23840.9625,"S",2219.9708,"S",11064.0536,"S",21237.2545,"S",1397.993,"S",3595.7766,"S",60116.7147,,25454.6764,"S",15950.3136,"S",-,,4822.4177,"S",2370.3639,"S",16383.0897,"S",17283.0112,"S",-,,5425.7618,"S",76674.3103,,2080.7612,"S",2776.7881,"S",-,,420.8952,"S",-,,730.8296,"S",1537.8494,"S",-,,591.1641,"S",7370.5335,"S",10872.4793,"S",2501.0573,"S",-,,2915.9025,"S",90.9925,"S",7835.4808,"S",11621.869,"S",-,,1092.1728,"S",22081.8708,"S",9724774.6748,,6919255.2828,,46119.4486,"S",1727277.7351,,813350.6099,"S",1404194.6992,,47849020.6048002,,247446.7934,"S",1497245.8607,,17295936.0047001,,462698.5139,"S",148181.8811,"S",-,,566475.8929,"S",44983.3158,"S",196984.495,"S",502389.1605,"S",33871.9912,"S",67686.0948,"S",667079.751,"S",525039.9406,"S",272339.0684,"S",-,,54844.4979,"S",51356.6588,"S",288577.5057,"S",372807.2376,"S",-,,86850.7169,"S",774120.5777,"S",41574.3542,"S",64598.9918,"S",-,,9096.4932,"S",-,,14487.7585,"S",36619.8699,"S",-,,14173.2728,"S",100863.2537,"S",170667.4293,"S",51063.2476,"S",-,,63324.1338,"S",2333.9599,"S",104673.0084,"S",222860.1878,"S",-,,23239.0948,"S",272979.4835,"S",
"1. quarter 2015",614375.2465,,580737.0602,,3051.1006,"S",170969.9508,,64807.1289,,145838.2922,,1771111.6741,,9756.7775,"S",81773.8663,,1989538.4766,,26014.9174,"S",9150.4242,"S",132,"S",13111.3206,"S",1496.9825,"S",8628.346,"S",11241.3221,"S",643.9188,"S",4374.1653,"S",71703.6552,,27799.1647,"S",21420.6495,"S",-,,2527.2292,"S",2789.3181,"S",14197.7868,"S",16400.2539,"S",263.049,"S",7525.2957,"S",93238.4241,,2930.7968,"S",2285.9406,"S",-,,213.2092,"S",132,"S",1147.5748,"S",3785.4329,"S",-,,445.4182,"S",13874.1607,"S",7650.9802,"S",4015.9532,"S",-,,630.9939,"S",-,,4086.383,"S",2982.5236,"S",397.5651,"S",2686.2105,"S",27673.8719,"S",8704723.1707,,4952462.1078,,13967.8533,"S",2173606.0686,,509898.5756,"S",1309549.9669,"S",27550480.1264,,146092.9822,"S",743025.8124,"S",14950851.5671,,505956.6512,"S",157441.6659,"S",3191.76,"S",343433.5126,"S",29172.0571,"S",146976.4663,"S",236293.1382,"S",16323.4344,"S",75411.4523,"S",768602.9702,"S",534602.9582,"S",312196.7871,"S",-,,52281.5987,"S",70572.6669,"S",222374.9071,"S",363927.9443,"S",6086.2361,"S",164174.9432,"S",908679.5612,"S",63682.9711,"S",42106.3597,"S",-,,5359.0133,"S",3181.2,"S",17579.1541,"S",88142.9444,"S",-,,10501.2039,"S",179602.0908,"S",152611.2835,"S",78581.5211,"S",-,,13245.5232,"S",-,,49093.7908,"S",49303.2116,"S",4373.2161,"S",46452.3761,"S",336204.4689,"S",
"2. quarter 2015",667356.776,,684475.0069,,1871.1041,"S",152291.7231,,77350.769,,151121.6604,,3114476.9436,,8172.98,"S",100911.7133,,2357310.3341,,29260.9103,"S",8369.3472,"S",-,,18679.8531,"S",549.3637,"S",11832.064,"S",18655.5364,"S",852.3649,"S",7282.0087,"S",71322.737,,28830.8351,"S",18947.0093,"S",-,,2048.1851,"S",2300.7342,"S",17527.0953,"S",25643.1107,"S",1876.2084,"S",5368.1934,"S",86899.4413,,2292.7809,"S",884.2355,"S",-,,305.727,"S",-,,1252.3227,"S",5113.0725,"S",129.7777,"S",256.31,"S",13159.9802,"S",6955.3167,"S",5244.66,"S",-,,663.946,"S",127.2149,"S",7769.3109,"S",16096.5101,"S",203.818,"S",1710.1096,"S",27148.1254,"S",8305001.9987,,6302402.1881,,19205.1018,"S",1969579.0538,,590590.8545,"S",1358978.9939,,48980326.3577999,,164330.0605,"S",1161391.2236,"S",17320711.3843001,,558263.0451,"S",116455.9772,"S",-,,428519.9917,"S",12237.1671,"S",194686.4004,"S",387522.6106,"S",20760.5364,"S",111598.2547,"S",810424.9075,"S",542117.5203,"S",261086.1797,"S",-,,52767.2966,"S",52133.8383,"S",271484.8539,"S",470537.2435,"S",48030.144,"S",96266.2144,"S",882195.0144,"S",49176.5879,"S",17752.485,"S",-,,7643.175,"S",-,,26335.4911,"S",125007.7204,"S",3315.8202,"S",6241.1485,"S",185048.121,"S",124728.8894,"S",72823.6577,"S",-,,16389.9275,"S",2923.3984,"S",138450.0958,"S",242605.0103,"S",5097.5901,"S",35779.7339,"S",326919.0272,"S",
"3. quarter 2015",699189.7111,,693616.1355,,4825.6942,"S",205947.9778,,64492.844,,161256.6166,,3647927.3691,,6561.8176,"S",97224.8141,,2340234.1994,,26730.1596,"S",14404.5569,"S",-,,21903.6746,"S",1667.6818,"S",11007.1155,"S",24885.0149,"S",386.7849,"S",3691.0423,"S",56592.3454,"S",30365.1293,"S",28561.2887,"S",-,,3032.5284,"S",1690.4248,"S",15997.373,"S",17429.3517,"S",1028.5151,"S",3703.3532,"S",80004.0703,,2844.1657,"S",4220.0888,"S",-,,131.3207,"S",138.56,"S",1015.5481,"S",2772.4878,"S",-,,495.7226,"S",11652.2288,"S",7165.0389,"S",5872.429,"S",-,,1566.7107,"S",-,,4009.8107,"S",6607.1973,"S",256.6666,"S",903.5278,"S",18668.7517,"S",9032966.6826,,6031071.4149,,16870.6638,"S",2792272.8419,,654876.584,"S",1700502.4903,,57530094.1128001,,78740.6835,"S",1068431.2829,"S",17530167.0609999,,493306.4817,"S",151726.6762,"S",-,,536699.051,"S",30743.584,"S",166855.1446,"S",530028.7072,"S",9892.1408,"S",79616.3889,"S",603546.3485,"S",619136.0385,"S",422533.0101,"S",-,,58772.0783,"S",31694.1528,"S",267352.2617,"S",365728.5369,"S",24670.6105,"S",69890.2718,"S",828058.0493,"S",60077.5825,"S",97189.8708,"S",-,,2694.7008,"S",3325.44,"S",20323.0857,"S",69068.1649,"S",-,,12042.044,"S",163239.7803,"S",125611.3889,"S",109365.2799,"S",-,,37466.0532,"S",-,,54752.7748,"S",104804.8918,"S",6562.965,"S",6472.4379,"S",211066.5626,"S",
"4. quarter 2015",635844.1791,,702290.0689,,3159.3303,"S",173041.5574,,62266.3011,,142764.2538,,2918173.3394,,7576.0411,"S",83808.841,,2140990.4632,,21173.7315,"S",7624.7377,"S",-,,15012.3344,"S",1410.1553,"S",10518.0493,"S",21392.2779,"S",952.0282,"S",4785.2923,"S",65905.0811,,30482.0314,"S",21634.1841,"S",-,,2368.3204,"S",2350.9474,"S",18071.3565,"S",18646.613,"S",853.6568,"S",5508.3969,"S",83691.4897,,2571.9163,"S",3306.9428,"S",-,,386.0571,"S",-,,1356.2098,"S",4613.6024,"S",-,,840.9827,"S",14390.6564,"S",8444.7782,"S",6534.5638,"S",-,,1203.7014,"S",979.3,"S",7016.2513,"S",7743.862,"S",-,,1097.0954,"S",42137.3237,"S",8470607.6724,,6087164.9567,,54869.1969,"S",2471198.9033,,479038.4764,"S",1347285.8115,,45915971.6734999,,81029.1164,"S",835596.464,"S",16209753.3391001,,435504.952,"S",125176.4712,"S",-,,382011.3929,"S",32823.8105,"S",185796.6027,"S",410967.665,"S",22267.4202,"S",56829.2766,"S",692523.0015,"S",507371.7484,"S",309182.4251,"S",-,,50620.6814,"S",56764.1735,"S",288178.0253,"S",345071.6389,"S",20988.4283,"S",105425.9806,"S",855600.8433,"S",43652.0814,"S",67710.1278,"S",-,,9724.7784,"S",-,,31136.9875,"S",112590.2915,"S",-,,18669.0871,"S",160037.0603,"S",161697.165,"S",108927.3646,"S",-,,29519.8324,"S",19490.868,"S",87978.319,"S",110772.6969,"S",-,,17199.4868,"S",378849.6218,"S",


Symbol,Description
"Q","STATcube – Statistical Database of STATISTICS AUSTRIA"
"S","Sampling error"
